ORF,adjCMR
k141_715017_1,0.09194019993796265
k141_913729_1,0.26049723315756085
k141_1112749_1,0.09850735707638855
k141_755619_9,10.702413899028464
k141_358609_1,0.14792358900909833
k141_875045_1,0.9282424032198152
k141_398566_1,0.6367480063271063
k141_319038_1,0.15486381195224205
k141_557651_1,0.5582083567662018
k141_557652_1,0.0
k141_557655_1,0.41044732115161897
k141_1074702_1,0.19478855919059881
k141_200966_1,0.08450386023709804
k141_1114665_1,2.341709979622921
k141_161848_1,0.14861023696868964
k141_1155034_1,1.1492524992245332
k141_320471_1,0.6502349666665121
k141_3237_1,1.73432649882975
k141_162622_3,0.14130153678990162
k141_797723_1,0.3455268951916897
k141_797727_1,0.26815891648572443
k141_957058_1,1.650208716835227
k141_917168_1,0.2117044077518877
k141_1315606_1,0.8018040692264184
k141_203642_1,2.401643043251268
k141_760069_1,0.2611937498237575
k141_1237493_1,0.0820894642303238
k141_1237495_1,0.1231341963454857
k141_1237504_1,0.7935314875597967
k141_1237508_1,0.10140463228451764
k141_522357_1,0.39209791150013484
k141_1158411_1,0.3032749650731407
k141_283917_1,0.7054817321972382
k141_403613_1,13.425563197888163
k141_561905_1,0.21069629152449776
k141_283960_1,0.1734720753546465
k141_204973_1,0.19402964272621986
k141_602079_1,0.4166040309688933
k141_602083_1,0.0
k141_204981_1,0.7761185709048795
k141_204985_1,0.9164924993815897
k141_562568_1,0.42340881550377546
k141_562572_1,0.5125044928974269
k141_562578_1,0.0
k141_325483_1,0.0999349999325681
k141_1120377_1,0.30735822653679373
k141_524968_1,0.4813108757436079
k141_524974_1,0.2713512845391259
k141_722307_1,0.4974376489180815
k141_286272_1,0.06567157138425904
k141_444853_1,13.888838714032657
k141_683252_1,0.18470129451822853
k141_326932_1,0.23053867499414288
k141_1319899_1,0.06297273968353606
k141_843629_1,0.17300575257143508
k141_1400625_1,0.15755881037755698
k141_368306_1,0.2873131248061333
k141_1162900_1,0.09850735707638855
k141_129818_2,0.3656712497532605
k141_646349_1,0.4166040309688933
k141_1043603_1,1.115450955129694
k141_528232_1,0.1420424437243805
k141_171401_1,0.913104725411273
k141_726594_1,0.04996749996628405
k141_568327_1,0.706167198318689
k141_1284207_1,0.3316634729305699
k141_568468_1,0.0
k141_1284295_1,0.19288153833139018
k141_1005810_1,0.5280349320761368
k141_926432_1,0.649922103009736
k141_211830_1,0.14699741269151004
k141_331512_1,0.5510114722309406
k141_252032_1,0.5684474727347152
k141_768554_1,0.44533534344950665
k141_888163_1,0.103432724930208
k141_768572_1,0.5242204382427694
k141_1246353_1,0.20966092891258375
k141_1127991_1,0.11971380200255555
k141_332723_1,1.9756150990085273
k141_135392_1,0.1102022944461881
k141_54923_1,1.0585220387594383
k141_1049018_1,0.19154208320408886
k141_1207190_1,0.0
k141_770607_2,0.03024348682169824
k141_891395_1,0.8987743904191862
k141_56386_1,0.21108719373511833
k141_614070_1,0.45536419780594706
k141_614077_1,0.024452180834564536
k141_614081_1,0.09780872333825814
k141_1051198_1,1.2086965940120091
k141_1328137_1,0.3259074251532258
k141_494289_1,0.39278249973496704
k141_335249_2,0.0
k141_892078_1,0.18785858160401023
k141_1328955_1,0.18708761615283095
