ORF,adjCMR
k141_449057_1,0.2106273049307994
k141_449061_1,0.4739114360942987
k141_179986_1,1.801097487497147
k141_39104_1,0.9168482685223035
k141_346995_2,0.26481782513144203
k141_52257_6,4.000978493216747
k141_206153_1,0.205084481116831
k141_232024_1,0.35748671020365036
k141_322347_2,0.0
k141_168380_1,1.1928383085366703
k141_373592_1,2.767682156380411
k141_348755_1,0.9918631268559464
k141_323032_1,0.17984331421014413
k141_387233_2,0.3142423500983701
k141_425817_1,0.9200317694546726
k141_221226_1,2.085506976990873
k141_273039_1,0.6226533988547086
k141_3468_23,4.8707564265247365
k141_311851_1,0.12176891066311843
k141_337152_1,1.257764950646894
k141_260326_1,0.2687313890496406
k141_363450_1,3.3251030538408872
k141_95503_1,0.45309362107206846
k141_262202_1,0.6494341902032982
k141_31588_1,2.9341906183883957
k141_262852_1,0.8255519366991079
k141_44472_2,0.0735208517211281
k141_225207_1,0.11240207138134008
k141_263480_1,0.31750115965494574
k141_6766_2,5.09958390965006
k141_456466_1,0.29133496382951696
k141_340658_3,1.2872713412958232
k141_405477_1,0.8849916761414436
k141_289673_1,0.24007519827420504
k141_341967_1,1.1172084670630165
k141_392892_2,0.07793210282439579
k141_418019_1,1.104038123345607
k141_137355_1,0.958688566490583
k141_112878_1,0.8767361567744527
k141_444997_1,0.14431870893406626
k141_125884_2,2.3242907859907516
k141_215542_1,0.2487194770991355
k141_126137_1,1.7534723135489052
k141_255402_1,0.5051154812692319
k141_230394_1,0.0
