COG	GC127836	GC127826	GC127844	GC127827	GC127837	GC127845	GC127855	GC127871	GC127868	GC127847	GC127835	GC127825	GC127846	GC127856	GC127834	GC125610	GC127828	GC127838	GC127853	GC127843	GC127831	GC127852	GC127830	GC125618	GC127839	GC127829	GC125611	GC127864	GC127874	GC127832	GC127840	GC127849	GC127866	GC127848	GC125612	GC127867	GC127833	GC127841
COG2351	571.0	190.0	459.0	298.0	393.0	195.0	1173.0	0.0	43.0	616.0	478.0	104.0	981.0	41.0	425.0	77.0	131.0	1328.0	955.0	328.0	97.0	70.0	412.0	0.0	541.0	268.0	300.0	1514.0	0.0	369.0	182.0	1418.0	387.0	1333.0	359.0	707.0	465.0	177.0
COG1195	15659.0	33561.0	10027.0	13536.0	7281.0	6660.0	555.0	142.0	198.0	981.0	11622.0	3416.0	1993.0	99.0	29199.0	4415.0	7819.0	9426.0	175.0	25130.0	44386.0	169.0	5961.0	978.0	10330.0	14050.0	14418.0	10531.0	312.0	10120.0	6484.0	1874.0	494.0	1457.0	19793.0	281.0	13247.0	6222.0
28UKY	1796.0	442.0	1098.0	698.0	1250.0	549.0	273.0	0.0	0.0	0.0	1666.0	559.0	0.0	0.0	602.0	173.0	291.0	3324.0	0.0	508.0	621.0	0.0	2016.0	0.0	1805.0	1042.0	924.0	0.0	0.0	848.0	679.0	0.0	0.0	0.0	874.0	104.0	1075.0	1161.0
2F6B5	2148.0	559.0	1147.0	631.0	1393.0	588.0	227.0	0.0	0.0	0.0	2194.0	304.0	0.0	0.0	783.0	321.0	506.0	4081.0	0.0	746.0	845.0	0.0	2212.0	0.0	1978.0	1273.0	904.0	0.0	0.0	1227.0	740.0	0.0	0.0	0.0	1034.0	183.0	1326.0	1425.0
COG0676	3466.0	1284.0	4547.0	2491.0	1769.0	1401.0	4517.0	283.0	301.0	993.0	3172.0	381.0	937.0	194.0	1758.0	919.0	822.0	6945.0	2120.0	3285.0	1985.0	388.0	3556.0	125.0	4406.0	1396.0	1195.0	30.0	239.0	2811.0	1806.0	1531.0	1693.0	1733.0	4238.0	2020.0	4263.0	2296.0
COG3616	14423.0	5914.0	13894.0	8965.0	10181.0	5267.0	1874.0	134.0	92.0	909.0	15739.0	4431.0	2269.0	17.0	8994.0	5102.0	4252.0	27993.0	512.0	13711.0	6304.0	78.0	15944.0	73.0	17593.0	10451.0	7338.0	20621.0	179.0	14123.0	7666.0	1798.0	1393.0	2477.0	14102.0	790.0	12989.0	9823.0
COG0579	12765.0	4037.0	16185.0	7426.0	7674.0	4708.0	4492.0	289.0	622.0	1366.0	12061.0	2398.0	2785.0	48.0	6204.0	4029.0	3240.0	19016.0	1015.0	7653.0	7106.0	199.0	14536.0	506.0	16382.0	7269.0	6277.0	2840.0	572.0	8026.0	6221.0	1686.0	916.0	1692.0	12051.0	2178.0	12296.0	8142.0
2CBFS	127.0	61.0	100.0	51.0	14.0	64.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	67.0	4.0	4.0	323.0	0.0	63.0	16.0	0.0	0.0	0.0	61.0	30.0	18.0	0.0	0.0	4.0	22.0	0.0	0.0	0.0	63.0	0.0	187.0	3.0
2E4EA	17.0	57.0	143.0	3.0	24.0	8.0	0.0	0.0	43.0	261.0	21.0	20.0	485.0	5.0	43.0	3.0	7.0	52.0	0.0	20.0	47.0	30.0	19.0	0.0	12.0	14.0	64.0	0.0	0.0	40.0	27.0	161.0	70.0	159.0	8.0	0.0	46.0	6.0
COG1485	3593.0	1704.0	3144.0	2221.0	2623.0	1371.0	6386.0	104.0	211.0	2717.0	3504.0	503.0	3341.0	987.0	2551.0	1074.0	1295.0	6653.0	1933.0	2045.0	2976.0	1106.0	3213.0	18.0	3354.0	1657.0	3403.0	7078.0	434.0	2545.0	1748.0	3415.0	1854.0	3242.0	2741.0	3031.0	3360.0	2614.0
COG3105	67.0	2.0	19.0	37.0	17.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	15.0	121.0	0.0	19.0	0.0	1.0	1.0	102.0	0.0	0.0	14.0	40.0	0.0	0.0	0.0	8.0	0.0	19.0	172.0
COG5185	3798.0	2592.0	5768.0	2947.0	824.0	4629.0	351.0	6657.0	0.0	515.0	1300.0	2324.0	638.0	212.0	5290.0	963.0	951.0	1105.0	240.0	1358.0	3957.0	277.0	966.0	3006.0	973.0	4020.0	1051.0	238.0	3809.0	7475.0	1210.0	865.0	278.0	795.0	3470.0	58.0	5937.0	1339.0
COG1435	5117.0	2792.0	7278.0	3287.0	1720.0	2331.0	2155.0	96.0	11.0	264.0	2480.0	647.0	546.0	50.0	4975.0	1522.0	1441.0	5499.0	229.0	2792.0	9427.0	177.0	3670.0	1791.0	3469.0	2569.0	4701.0	117.0	283.0	5049.0	1362.0	207.0	292.0	251.0	2448.0	456.0	5506.0	1215.0
COG1272	38.0	195.0	173.0	138.0	69.0	26.0	4825.0	1885.0	4083.0	328.0	68.0	29.0	551.0	3862.0	48.0	11.0	35.0	173.0	5413.0	96.0	153.0	3162.0	61.0	2742.0	43.0	47.0	14.0	6573.0	3763.0	213.0	97.0	262.0	1828.0	486.0	56.0	2690.0	63.0	189.0
COG0858	9061.0	11154.0	6722.0	6756.0	4059.0	3995.0	1663.0	92.0	41.0	444.0	7146.0	1289.0	1083.0	72.0	10278.0	3075.0	3606.0	7787.0	616.0	10022.0	10548.0	146.0	4670.0	156.0	6853.0	6541.0	5203.0	2938.0	179.0	7183.0	4171.0	763.0	373.0	819.0	9923.0	793.0	8057.0	3981.0
COG0134	27632.0	38321.0	20096.0	21048.0	13381.0	12208.0	5041.0	248.0	233.0	1784.0	21621.0	5915.0	3968.0	67.0	27323.0	7710.0	11435.0	27571.0	1895.0	34303.0	19541.0	467.0	16082.0	470.0	20579.0	20568.0	18100.0	6476.0	640.0	21805.0	13619.0	3349.0	1927.0	2956.0	36364.0	2170.0	26517.0	14813.0
COG4935	19078.0	12436.0	23050.0	11902.0	8638.0	12943.0	275.0	70.0	25.0	688.0	7903.0	1132.0	2094.0	26.0	24235.0	3599.0	8014.0	23189.0	474.0	12854.0	43522.0	40.0	24185.0	2586.0	19346.0	13993.0	10856.0	134.0	534.0	29186.0	6129.0	157.0	949.0	448.0	13207.0	135.0	22315.0	5937.0
2AQR4	183.0	149.0	421.0	135.0	96.0	165.0	0.0	0.0	0.0	0.0	66.0	18.0	0.0	0.0	303.0	24.0	126.0	273.0	0.0	124.0	74.0	0.0	372.0	19.0	306.0	101.0	529.0	2.0	0.0	433.0	90.0	0.0	0.0	0.0	81.0	0.0	217.0	47.0
COG0729	36195.0	60709.0	26446.0	30551.0	13143.0	17363.0	3322.0	207.0	218.0	2255.0	21147.0	4470.0	4364.0	59.0	43448.0	9123.0	16931.0	18939.0	2340.0	52026.0	54761.0	287.0	17063.0	736.0	23500.0	26114.0	24905.0	50.0	510.0	28351.0	16003.0	2153.0	1213.0	3652.0	47453.0	1724.0	36021.0	13929.0
294YG	225.0	103.0	443.0	177.0	89.0	277.0	0.0	18.0	0.0	0.0	84.0	26.0	0.0	0.0	328.0	79.0	82.0	57.0	0.0	122.0	53.0	0.0	311.0	172.0	267.0	184.0	364.0	7.0	33.0	141.0	53.0	0.0	0.0	0.0	110.0	0.0	125.0	26.0
2CH3Z	1070.0	765.0	1898.0	941.0	388.0	597.0	146.0	16.0	0.0	33.0	545.0	75.0	120.0	0.0	1974.0	130.0	574.0	1250.0	0.0	537.0	1062.0	0.0	1622.0	0.0	844.0	630.0	1726.0	0.0	14.0	2477.0	346.0	55.0	0.0	10.0	715.0	19.0	1051.0	346.0
COG2131	2531.0	1785.0	4804.0	2018.0	995.0	1811.0	5614.0	2089.0	396.0	181.0	1170.0	247.0	418.0	1056.0	4089.0	590.0	1183.0	2573.0	88.0	2129.0	5707.0	225.0	4019.0	321.0	2710.0	1596.0	2939.0	12.0	3495.0	5216.0	1150.0	618.0	412.0	399.0	2304.0	1664.0	3292.0	878.0
COG1579	2351.0	1376.0	4091.0	1673.0	997.0	1269.0	777.0	38.0	0.0	459.0	1272.0	51.0	1470.0	3.0	3739.0	382.0	912.0	1767.0	0.0	2004.0	1446.0	14.0	2878.0	291.0	2142.0	1261.0	2700.0	6684.0	156.0	3669.0	713.0	770.0	105.0	671.0	1789.0	96.0	2639.0	618.0
COG3133	2291.0	925.0	1303.0	1173.0	1168.0	556.0	261.0	4.0	18.0	45.0	2272.0	299.0	68.0	9.0	1321.0	509.0	412.0	3168.0	1072.0	925.0	7438.0	76.0	1545.0	0.0	2593.0	870.0	1008.0	0.0	139.0	1344.0	621.0	62.0	324.0	291.0	1056.0	225.0	1644.0	852.0
COG3486	1010.0	348.0	395.0	646.0	378.0	918.0	0.0	0.0	0.0	68.0	198.0	10.0	6.0	0.0	425.0	223.0	414.0	715.0	0.0	151.0	18417.0	0.0	482.0	4.0	602.0	638.0	568.0	10770.0	0.0	156.0	142.0	0.0	0.0	0.0	207.0	0.0	330.0	123.0
COG3484	4851.0	1850.0	3795.0	2435.0	3259.0	1343.0	791.0	13.0	166.0	1037.0	4742.0	1117.0	1715.0	14.0	2110.0	1380.0	1279.0	8174.0	678.0	2970.0	1626.0	161.0	4651.0	0.0	5687.0	2624.0	1970.0	0.0	178.0	2981.0	2623.0	1722.0	432.0	1502.0	3471.0	760.0	3848.0	3416.0
28VJ6	46.0	40.0	50.0	18.0	18.0	64.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	40.0	12.0	24.0	31.0	0.0	14.0	8.0	0.0	53.0	0.0	52.0	50.0	98.0	0.0	0.0	30.0	12.0	0.0	0.0	0.0	21.0	0.0	42.0	8.0
COG0431	2597.0	2544.0	3882.0	1793.0	860.0	1377.0	721.0	0.0	208.0	226.0	1245.0	192.0	495.0	2.0	4829.0	907.0	1302.0	1364.0	1108.0	2707.0	1395.0	191.0	2500.0	285.0	2344.0	1580.0	3700.0	36945.0	98.0	3699.0	913.0	262.0	503.0	303.0	2147.0	312.0	2347.0	910.0
COG3468	168991.0	216916.0	103672.0	130564.0	81394.0	79869.0	728.0	735.0	85.0	2635.0	129172.0	31821.0	7798.0	212.0	150549.0	48474.0	76031.0	156874.0	110.0	188691.0	128581.0	1282.0	88677.0	21.0	114744.0	123672.0	106979.0	12160.0	1070.0	129546.0	81867.0	1517.0	606.0	1712.0	205683.0	43.0	153702.0	81932.0
COG4398	701.0	145.0	1354.0	345.0	221.0	104.0	7035.0	78.0	206.0	2002.0	277.0	52.0	3374.0	48.0	255.0	57.0	215.0	1143.0	651.0	543.0	1068.0	136.0	786.0	129.0	841.0	118.0	470.0	424.0	163.0	1185.0	180.0	4220.0	1577.0	4294.0	1051.0	2765.0	1124.0	561.0
COG1159	18017.0	35622.0	11768.0	15420.0	7794.0	8753.0	6071.0	448.0	1092.0	1430.0	12573.0	2795.0	4415.0	1228.0	26512.0	4457.0	8638.0	15458.0	2936.0	28292.0	25657.0	1541.0	7099.0	1867.0	11042.0	13280.0	15379.0	6775.0	844.0	17987.0	7694.0	2956.0	1983.0	2520.0	23425.0	2617.0	18238.0	7179.0
COG4188	16612.0	6141.0	20087.0	8986.0	10462.0	5730.0	680.0	0.0	10.0	1125.0	16811.0	4383.0	2368.0	468.0	9881.0	5651.0	5140.0	27458.0	1739.0	11002.0	9947.0	348.0	21739.0	262.0	22140.0	10826.0	8703.0	0.0	0.0	13594.0	9063.0	2295.0	2055.0	2275.0	15695.0	281.0	14700.0	12030.0
COG0786	20047.0	45000.0	6176.0	17305.0	8105.0	6663.0	179.0	0.0	0.0	12.0	13617.0	3047.0	16.0	0.0	27158.0	5767.0	10116.0	5953.0	40.0	36917.0	13713.0	0.0	2155.0	0.0	9790.0	14172.0	11397.0	0.0	0.0	7707.0	9447.0	34.0	0.0	22.0	28959.0	93.0	17287.0	8151.0
COG4044	2.0	31.0	0.0	9.0	2.0	22.0	30.0	2.0	0.0	27.0	2.0	1.0	554.0	5.0	0.0	2.0	2.0	0.0	0.0	11.0	33.0	23.0	2.0	0.0	0.0	0.0	9.0	5713.0	2.0	6.0	0.0	14.0	42.0	64.0	6.0	3.0	2.0	3.0
COG3761	114.0	29.0	102.0	16.0	25.0	36.0	27.0	44.0	38.0	0.0	61.0	6.0	0.0	0.0	120.0	44.0	33.0	376.0	0.0	139.0	74.0	28.0	28.0	0.0	54.0	19.0	46.0	0.0	0.0	6.0	25.0	0.0	0.0	0.0	82.0	4.0	208.0	5.0
28NGF	4147.0	6178.0	1444.0	3704.0	1741.0	4290.0	358.0	0.0	340.0	0.0	2721.0	10026.0	0.0	0.0	2631.0	6787.0	1369.0	7312.0	0.0	3880.0	4889.0	0.0	1710.0	0.0	1235.0	900.0	1733.0	0.0	0.0	4551.0	1810.0	0.0	0.0	0.0	5726.0	78.0	8980.0	1125.0
28MS5	99.0	241.0	29.0	51.0	38.0	73.0	0.0	0.0	0.0	36.0	25.0	1039.0	0.0	0.0	74.0	356.0	32.0	140.0	0.0	107.0	187.0	0.0	89.0	0.0	0.0	4.0	64.0	0.0	0.0	222.0	0.0	0.0	0.0	8.0	82.0	0.0	405.0	9.0
COG5362	47676.0	135557.0	21591.0	31895.0	11016.0	13404.0	260.0	14.0	89.0	739.0	22058.0	10743.0	1178.0	7.0	38946.0	15757.0	21874.0	4267.0	117.0	69414.0	42626.0	126.0	24150.0	2156.0	15280.0	6831.0	11953.0	68.0	79.0	11458.0	13989.0	1057.0	206.0	1331.0	58371.0	230.0	23941.0	13972.0
COG5164	118.0	213.0	67.0	139.0	82.0	115.0	1111.0	46.0	2548.0	189.0	65.0	673.0	318.0	2297.0	144.0	406.0	45.0	237.0	14182.0	118.0	330.0	1820.0	35.0	6464.0	168.0	72.0	34.0	23825.0	104.0	633.0	97.0	308.0	239.0	297.0	94.0	1173.0	521.0	64.0
COG1639	1679.0	124.0	549.0	478.0	523.0	133.0	2380.0	0.0	20.0	614.0	400.0	0.0	1420.0	2.0	414.0	102.0	650.0	693.0	5322.0	782.0	14319.0	162.0	737.0	0.0	128.0	113.0	789.0	0.0	0.0	681.0	256.0	1637.0	1277.0	3622.0	309.0	1179.0	861.0	809.0
COG1188	2167.0	976.0	3362.0	1561.0	742.0	1036.0	1712.0	302.0	56.0	678.0	1803.0	95.0	1485.0	8.0	1968.0	606.0	625.0	2948.0	253.0	1394.0	7602.0	96.0	2169.0	74.0	2605.0	1027.0	1884.0	0.0	536.0	2532.0	715.0	1162.0	570.0	1464.0	1712.0	713.0	2457.0	784.0
COG5416	2431.0	5382.0	1312.0	1874.0	1026.0	1036.0	211.0	75.0	0.0	144.0	1467.0	611.0	420.0	3.0	5073.0	633.0	1300.0	1640.0	232.0	3967.0	2280.0	72.0	479.0	0.0	1176.0	2012.0	2542.0	3262.0	120.0	2516.0	918.0	343.0	296.0	194.0	3029.0	68.0	2348.0	905.0
2DXMV	174.0	107.0	91.0	62.0	69.0	125.0	0.0	0.0	0.0	0.0	116.0	54.0	0.0	0.0	122.0	35.0	81.0	311.0	0.0	198.0	134.0	0.0	122.0	0.0	113.0	56.0	271.0	0.0	16.0	210.0	98.0	0.0	0.0	0.0	286.0	0.0	345.0	55.0
28XC3	99.0	75.0	49.0	50.0	58.0	53.0	0.0	0.0	0.0	0.0	49.0	43.0	0.0	0.0	134.0	27.0	55.0	87.0	0.0	82.0	104.0	0.0	53.0	0.0	93.0	59.0	36.0	0.0	18.0	153.0	26.0	0.0	0.0	0.0	81.0	0.0	110.0	33.0
COG2995	491.0	379.0	206.0	278.0	134.0	294.0	12.0	0.0	10.0	316.0	270.0	233.0	415.0	0.0	193.0	160.0	190.0	653.0	0.0	295.0	18391.0	0.0	208.0	0.0	231.0	137.0	290.0	0.0	0.0	412.0	156.0	343.0	0.0	457.0	247.0	0.0	496.0	272.0
2CE0C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	12.0	0.0	22.0	0.0
COG2072	2350.0	2435.0	6321.0	1277.0	1312.0	1640.0	4145.0	132.0	4694.0	1872.0	1343.0	1212.0	6334.0	2440.0	1913.0	1494.0	955.0	5364.0	3353.0	2655.0	23663.0	2194.0	6826.0	133.0	4534.0	1261.0	1417.0	105268.0	352.0	3868.0	1201.0	1871.0	2568.0	2246.0	4316.0	2834.0	6688.0	1808.0
COG5483	148.0	46.0	656.0	59.0	57.0	75.0	78.0	48.0	8.0	0.0	79.0	0.0	0.0	40.0	101.0	26.0	42.0	303.0	0.0	125.0	104.0	6.0	293.0	0.0	216.0	109.0	271.0	9802.0	119.0	296.0	63.0	0.0	0.0	0.0	103.0	0.0	172.0	48.0
COG1412	511.0	592.0	606.0	292.0	416.0	265.0	3348.0	764.0	193.0	120.0	684.0	352.0	59.0	518.0	394.0	245.0	231.0	939.0	55.0	449.0	321.0	408.0	534.0	1610.0	668.0	331.0	706.0	99.0	937.0	689.0	415.0	153.0	196.0	169.0	585.0	1322.0	548.0	296.0
2EQYD	122.0	2.0	11.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	36.0	0.0	24.0	6.0	0.0	0.0	0.0	0.0	57.0	0.0	4.0	9.0	4.0	0.0	0.0	30.0	14.0	0.0	0.0	0.0	9.0	0.0	27.0	11.0
COG1516	999.0	388.0	957.0	780.0	744.0	454.0	2285.0	26.0	0.0	603.0	931.0	30.0	1030.0	80.0	392.0	253.0	339.0	2860.0	1294.0	1332.0	239.0	136.0	516.0	0.0	1046.0	491.0	402.0	0.0	122.0	616.0	467.0	1515.0	878.0	1716.0	1150.0	967.0	1246.0	615.0
COG4143	11952.0	5750.0	9343.0	7125.0	7089.0	3962.0	4934.0	0.0	223.0	830.0	10825.0	2986.0	1491.0	52.0	6573.0	3282.0	4088.0	18952.0	1328.0	6975.0	7244.0	305.0	10605.0	0.0	11046.0	7683.0	7489.0	8410.0	0.0	7946.0	5852.0	953.0	1184.0	1370.0	9015.0	2037.0	8855.0	7775.0
COG0321	11067.0	4210.0	11524.0	6845.0	5745.0	4112.0	4096.0	138.0	266.0	1909.0	9582.0	1846.0	3298.0	406.0	6726.0	2952.0	3339.0	15920.0	1795.0	6776.0	5194.0	445.0	10548.0	341.0	10793.0	6023.0	6593.0	5373.0	447.0	8301.0	4668.0	3216.0	1655.0	3069.0	7854.0	1757.0	10393.0	5783.0
COG1357	53907.0	20854.0	70040.0	28585.0	28345.0	24260.0	1322.0	43.0	629.0	2780.0	26543.0	5707.0	6849.0	858.0	35818.0	16040.0	18623.0	98894.0	1427.0	26319.0	44330.0	961.0	54926.0	2483.0	48236.0	23144.0	28998.0	36673.0	147.0	47274.0	13551.0	2652.0	2824.0	2038.0	29688.0	316.0	65330.0	15744.0
COG1900	34.0	0.0	174.0	10.0	0.0	34.0	0.0	0.0	16.0	0.0	16.0	0.0	0.0	0.0	68.0	57.0	15.0	417.0	0.0	6.0	94.0	0.0	0.0	0.0	169.0	0.0	0.0	0.0	0.0	31.0	3.0	0.0	0.0	19.0	0.0	0.0	28.0	0.0
COG2370	6208.0	3019.0	10459.0	4594.0	3769.0	3132.0	1360.0	83.0	178.0	2601.0	4460.0	781.0	4275.0	86.0	6198.0	1596.0	1922.0	8309.0	1457.0	3803.0	2912.0	309.0	8447.0	440.0	7692.0	3845.0	4268.0	8.0	317.0	8898.0	2353.0	5654.0	1859.0	4666.0	5670.0	882.0	6129.0	2962.0
COG0344	2765.0	1376.0	2604.0	1590.0	1299.0	1137.0	3222.0	140.0	47.0	1308.0	2552.0	275.0	2350.0	113.0	1474.0	550.0	845.0	5320.0	1117.0	1212.0	12730.0	105.0	1777.0	0.0	3271.0	1327.0	1950.0	0.0	121.0	1659.0	786.0	2280.0	916.0	2064.0	1395.0	1667.0	2318.0	919.0
2AJDX	17.0	0.0	108.0	16.0	4.0	52.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	55.0	70.0	37.0	323.0	0.0	22.0	40.0	0.0	30.0	0.0	124.0	6.0	0.0	0.0	0.0	52.0	23.0	0.0	0.0	0.0	44.0	0.0	11.0	13.0
COG1066	56287.0	72917.0	42461.0	41730.0	25476.0	22045.0	4557.0	555.0	378.0	3574.0	42524.0	9418.0	6662.0	734.0	50020.0	15533.0	21255.0	54681.0	3147.0	68267.0	29981.0	754.0	33178.0	1046.0	41783.0	35258.0	30604.0	11550.0	1506.0	43758.0	28144.0	6201.0	3326.0	6002.0	69066.0	1870.0	54326.0	27828.0
COG0427	4456.0	2549.0	4002.0	2778.0	1940.0	2122.0	1011.0	0.0	353.0	247.0	1950.0	528.0	1245.0	584.0	6236.0	911.0	1347.0	2622.0	1311.0	3297.0	2358.0	332.0	2919.0	138.0	4041.0	3059.0	3566.0	306.0	0.0	2908.0	1945.0	745.0	187.0	963.0	3033.0	717.0	4452.0	895.0
2DZSH	4559.0	2287.0	8657.0	5552.0	2315.0	4597.0	34.0	591.0	0.0	0.0	3738.0	23.0	0.0	0.0	3147.0	1293.0	667.0	4789.0	20.0	4215.0	3079.0	0.0	8664.0	0.0	6275.0	4414.0	1530.0	0.0	628.0	4616.0	1516.0	0.0	0.0	0.0	5624.0	20.0	5276.0	2134.0
COG0571	12936.0	25468.0	12877.0	11340.0	5369.0	7179.0	17503.0	84399.0	11489.0	2584.0	9562.0	4149.0	2701.0	8388.0	20569.0	3766.0	6460.0	12594.0	8093.0	20483.0	19978.0	8216.0	7859.0	5590.0	9431.0	9902.0	13963.0	8056.0	141166.0	17224.0	5940.0	2248.0	6203.0	2758.0	16982.0	9002.0	14857.0	5076.0
COG0592	20864.0	7521.0	24182.0	11594.0	12332.0	7796.0	9352.0	390.0	1523.0	2409.0	19582.0	4460.0	6498.0	1259.0	12883.0	5844.0	5418.0	31621.0	3459.0	12661.0	9426.0	1033.0	22034.0	1517.0	22483.0	11913.0	11585.0	19104.0	1121.0	17227.0	9194.0	5287.0	2397.0	4631.0	15738.0	4334.0	18014.0	11497.0
2E676	206.0	66.0	423.0	201.0	75.0	206.0	0.0	114.0	0.0	0.0	155.0	0.0	0.0	0.0	157.0	15.0	24.0	237.0	0.0	217.0	122.0	0.0	375.0	0.0	298.0	138.0	112.0	0.0	80.0	220.0	45.0	0.0	0.0	0.0	215.0	0.0	255.0	102.0
COG4445	3536.0	1908.0	5513.0	2976.0	1264.0	2442.0	258.0	14.0	0.0	282.0	1545.0	115.0	873.0	51.0	5653.0	1080.0	1546.0	3379.0	99.0	2196.0	1606.0	112.0	4557.0	811.0	3755.0	1981.0	3258.0	2.0	175.0	6169.0	1179.0	192.0	298.0	275.0	2575.0	159.0	4399.0	1292.0
2BA2Z	96.0	50.0	193.0	76.0	26.0	33.0	0.0	12.0	0.0	0.0	74.0	0.0	0.0	0.0	147.0	34.0	37.0	114.0	0.0	52.0	57.0	0.0	358.0	0.0	71.0	67.0	60.0	0.0	59.0	68.0	12.0	0.0	0.0	0.0	67.0	0.0	116.0	8.0
2AGPS	22.0	18.0	45.0	13.0	8.0	2.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	22.0	4.0	0.0	57.0	0.0	14.0	8.0	0.0	51.0	0.0	28.0	21.0	10.0	0.0	0.0	43.0	18.0	0.0	0.0	0.0	29.0	0.0	45.0	5.0
2A98Z	19.0	41.0	70.0	13.0	15.0	3.0	0.0	12.0	0.0	0.0	10.0	10.0	0.0	6.0	38.0	0.0	38.0	25.0	0.0	25.0	5.0	28.0	102.0	0.0	33.0	65.0	24.0	0.0	36.0	113.0	13.0	21.0	0.0	0.0	33.0	0.0	79.0	32.0
COG3131	47.0	86.0	84.0	116.0	29.0	49.0	29.0	0.0	111.0	777.0	76.0	4.0	1813.0	0.0	78.0	76.0	70.0	340.0	19.0	115.0	439.0	4.0	143.0	0.0	55.0	37.0	16.0	0.0	0.0	290.0	56.0	413.0	24.0	618.0	60.0	0.0	160.0	100.0
COG1071	4251.0	4345.0	6316.0	3750.0	2112.0	3509.0	1645.0	591.0	1437.0	391.0	2035.0	302.0	769.0	673.0	5857.0	1088.0	2114.0	7732.0	527.0	4009.0	3967.0	373.0	6361.0	1744.0	5143.0	3439.0	1403.0	27855.0	604.0	8830.0	1648.0	619.0	552.0	521.0	5205.0	409.0	5971.0	1857.0
COG1793	16696.0	32901.0	28292.0	14821.0	6854.0	8259.0	7532.0	6078.0	498.0	2432.0	13059.0	3735.0	5195.0	1748.0	20853.0	5663.0	7547.0	11784.0	2170.0	29592.0	25731.0	1972.0	18754.0	4051.0	19037.0	12006.0	12654.0	40927.0	7121.0	22406.0	10330.0	4655.0	2908.0	4366.0	42530.0	3729.0	25728.0	11867.0
4QB35	1243.0	2283.0	369.0	626.0	625.0	229.0	414.0	0.0	0.0	92.0	2302.0	564.0	185.0	1.0	1945.0	149.0	348.0	691.0	73.0	787.0	148.0	0.0	498.0	0.0	1686.0	312.0	347.0	0.0	0.0	384.0	238.0	0.0	155.0	127.0	1221.0	310.0	1050.0	295.0
COG0641	2561.0	1809.0	1868.0	956.0	647.0	1253.0	36.0	61.0	0.0	33.0	733.0	1169.0	16.0	0.0	1329.0	1030.0	708.0	2568.0	146.0	1159.0	1895.0	14.0	1997.0	0.0	1885.0	759.0	1340.0	0.0	339.0	2145.0	651.0	73.0	455.0	59.0	1150.0	0.0	2913.0	639.0
COG0555	3416.0	1200.0	3322.0	1970.0	2615.0	1070.0	410.0	131.0	264.0	660.0	3964.0	1127.0	1167.0	34.0	2072.0	1133.0	962.0	6393.0	1739.0	2269.0	1944.0	231.0	4619.0	0.0	4252.0	2366.0	2399.0	32.0	163.0	2555.0	1785.0	890.0	461.0	703.0	3024.0	425.0	2669.0	2379.0
COG1613	13370.0	6343.0	13997.0	9371.0	10177.0	6069.0	1236.0	154.0	278.0	1554.0	15596.0	2408.0	3012.0	119.0	7985.0	5523.0	4273.0	30898.0	4413.0	16379.0	20910.0	285.0	11597.0	0.0	16267.0	8819.0	8258.0	0.0	343.0	10875.0	8010.0	1664.0	1919.0	1481.0	16968.0	889.0	14296.0	9314.0
COG1877	134.0	611.0	2.0	120.0	58.0	234.0	20528.0	7642.0	3180.0	58.0	395.0	904.0	34.0	2638.0	260.0	64.0	48.0	86.0	3187.0	259.0	98.0	2788.0	31.0	2408.0	107.0	109.0	218.0	24520.0	7995.0	46.0	182.0	26.0	2320.0	69.0	50.0	9466.0	162.0	20.0
2DB8Q	1186.0	674.0	1419.0	1105.0	778.0	922.0	662.0	84.0	135.0	0.0	1304.0	158.0	0.0	12.0	529.0	388.0	625.0	2916.0	28.0	1960.0	721.0	78.0	909.0	68.0	1520.0	616.0	766.0	0.0	87.0	1011.0	868.0	0.0	356.0	0.0	2403.0	218.0	2082.0	684.0
2BY42	0.0	13.0	6.0	30.0	32.0	6.0	0.0	0.0	0.0	0.0	17.0	2.0	0.0	0.0	10.0	18.0	0.0	25.0	0.0	16.0	0.0	0.0	28.0	0.0	16.0	0.0	58.0	0.0	0.0	35.0	5.0	0.0	0.0	0.0	74.0	0.0	2.0	8.0
COG3593	17656.0	32404.0	11369.0	17998.0	11857.0	7858.0	280.0	0.0	0.0	941.0	19411.0	5195.0	1025.0	2.0	33839.0	6355.0	10389.0	18395.0	200.0	32017.0	7391.0	12.0	6433.0	0.0	13665.0	21468.0	16865.0	5271.0	0.0	10006.0	10132.0	1223.0	382.0	1800.0	27329.0	124.0	18506.0	9466.0
