COG	GC127836	GC127826	GC127844	GC127827	GC127837	GC127845	GC127855	GC127871	GC127868	GC127847	GC127835	GC127825	GC127846	GC127856	GC127834	GC125610	GC127828	GC127838	GC127853	GC127843	GC127831	GC127852	GC127830	GC125618	GC127839	GC127829	GC125611	GC127864	GC127874	GC127832	GC127840	GC127849	GC127866	GC127848	GC125612	GC127867	GC127833	GC127841
2AW2C	1.0	0.0	25.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	21.0	18.0	4.0	0.0	0.0	0.0	46.0	0.0	6.0	0.0	44.0	33.0	0.0	0.0	0.0	67.0	3.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0
2ERYI	20.0	1.0	4.0	2.0	21.0	8.0	0.0	0.0	16.0	0.0	6.0	0.0	0.0	0.0	4.0	10.0	0.0	12.0	63.0	0.0	30.0	0.0	28.0	0.0	26.0	2.0	16.0	0.0	0.0	49.0	19.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0
COG4789	63.0	0.0	6.0	8.0	4.0	10.0	0.0	0.0	0.0	331.0	0.0	0.0	422.0	0.0	2.0	4.0	0.0	2.0	56.0	2.0	22297.0	39.0	4.0	0.0	2.0	0.0	2.0	0.0	0.0	6.0	18.0	438.0	415.0	577.0	0.0	0.0	18.0	8.0
29850	0.0	40.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	7.0	0.0	8.0	0.0	0.0	0.0	24.0	0.0	0.0	14.0	0.0	0.0	0.0	2.0
COG3053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2BJSR	21.0	8.0	363.0	14.0	2.0	34.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	28.0	24.0	18.0	34.0	0.0	52.0	26.0	0.0	131.0	0.0	35.0	11.0	24.0	0.0	0.0	135.0	10.0	0.0	0.0	0.0	31.0	0.0	28.0	19.0
2DMI8	15.0	0.0	39.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	12.0	14.0	86.0	0.0	0.0	22.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	7.0	2.0
2EBA9	0.0	0.0	0.0	17.0	6.0	0.0	0.0	0.0	0.0	0.0	28.0	30.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	3795.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	5.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0
COG4552	72.0	89.0	10.0	10.0	2.0	14.0	0.0	0.0	0.0	369.0	5.0	12.0	791.0	0.0	13.0	16.0	60.0	7.0	0.0	37.0	123.0	0.0	14.0	0.0	33.0	53.0	30.0	18889.0	0.0	50.0	37.0	129.0	0.0	213.0	28.0	0.0	33.0	33.0
2DYF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COG5477	45.0	101.0	25.0	39.0	10.0	36.0	811.0	0.0	46.0	205.0	22.0	2.0	330.0	4.0	54.0	0.0	5.0	185.0	498.0	42.0	2.0	0.0	14.0	42.0	32.0	17.0	20.0	64.0	113.0	17.0	12.0	615.0	142.0	459.0	25.0	305.0	95.0	20.0
2BFBW	132.0	0.0	6.0	33.0	4.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	54.0	0.0	12.0	4.0	0.0	3.0	6.0	0.0	51.0	0.0	19.0	0.0	14.0	0.0	0.0	26.0	4.0	0.0	0.0	0.0	1.0	0.0	22.0	34.0
2DMUS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
2AZXR	31.0	20.0	2.0	0.0	14.0	28.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	32.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	9.0	16.0
28W3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	64.0	0.0	0.0	0.0	0.0	8.0	4.0	0.0	24.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
2C851	27.0	0.0	1326.0	16.0	6.0	0.0	0.0	0.0	0.0	28.0	20.0	0.0	80.0	0.0	0.0	30.0	0.0	29.0	0.0	8.0	940.0	0.0	784.0	0.0	713.0	31.0	0.0	0.0	0.0	556.0	113.0	7.0	0.0	28.0	1098.0	0.0	524.0	277.0
2E39Q	36.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
2DRFI	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28ZYT	119.0	106.0	183.0	120.0	33.0	66.0	0.0	0.0	0.0	0.0	64.0	10.0	0.0	0.0	442.0	7.0	48.0	55.0	0.0	132.0	102.0	0.0	147.0	0.0	160.0	101.0	417.0	0.0	0.0	174.0	50.0	0.0	0.0	0.0	78.0	0.0	95.0	16.0
2DQE3	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	22.0	0.0	0.0	0.0	0.0
2DBB7	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0
KOG3779	4.0	0.0	3.0	0.0	1.0	4.0	1129.0	0.0	3508.0	0.0	4.0	10.0	0.0	2729.0	0.0	10.0	5.0	0.0	6184.0	6.0	0.0	3022.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	13.0	0.0	3284.0	0.0	3.0	1437.0	0.0	7.0
2FJ35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
2CHQ6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
28IDB	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2CCB7	0.0	0.0	4.0	10.0	25.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	33.0	8136.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	42.0	0.0	0.0	0.0	23.0	0.0	1.0	168.0
2CJTS	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
COG1823	1213.0	1559.0	654.0	1100.0	565.0	1037.0	12.0	0.0	0.0	258.0	782.0	120.0	612.0	338.0	393.0	152.0	1087.0	1655.0	0.0	319.0	23281.0	178.0	507.0	0.0	250.0	968.0	964.0	0.0	0.0	505.0	560.0	53.0	54.0	317.0	552.0	0.0	752.0	691.0
2DNJ4	27.0	0.0	0.0	42.0	35.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	4.0	33.0	0.0	14.0	62.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	10.0	0.0	6.0	120.0
2F9GZ	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2CBMA	0.0	0.0	88.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	15.0	45.0	35.0	146.0	0.0	0.0	36.0	0.0	5.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0
2EDCM	16.0	0.0	2.0	0.0	0.0	6.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	14.0	77.0	0.0
2B4AE	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	2.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0
2ED8J	15.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2DNPN	32.0	30.0	78.0	54.0	10.0	3.0	168.0	0.0	0.0	330.0	6.0	0.0	478.0	0.0	14.0	30.0	0.0	21.0	0.0	28.0	0.0	0.0	14.0	0.0	4.0	0.0	0.0	0.0	0.0	54.0	0.0	852.0	0.0	642.0	27.0	80.0	53.0	15.0
2CJYZ	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2950P	34.0	51.0	0.0	37.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	2.0	0.0	16.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	38.0	0.0	35.0	0.0
2FCJT	1.0	0.0	71.0	3.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	16.0	8.0	213.0	0.0	0.0	71.0	0.0	0.0	0.0	16.0	4.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0
COG2144	0.0	37.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	32.0	2.0	0.0	6.0	0.0	4.0	0.0	0.0	2.0	16.0	6.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	91.0	41.0	0.0	30.0	0.0	0.0	23.0	16.0
2ER47	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	6.0
2AZ39	2.0	24.0	4.0	0.0	1.0	3.0	0.0	0.0	0.0	20.0	0.0	0.0	187.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	6.0	3.0	4966.0	43.0	0.0	0.0	6.0	0.0	16.0	6.0	0.0	2.0	2.0
COG5446	10.0	31.0	23.0	20.0	7.0	2.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	20.0	7.0	22.0	28.0	0.0	69.0	16.0	0.0	22.0	0.0	11.0	50.0	0.0	7113.0	0.0	12.0	9.0	0.0	0.0	0.0	44.0	0.0	102.0	8.0
2C8CT	40.0	5.0	72.0	1.0	16.0	9.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	28.0	2.0	9.0	60.0	0.0	22.0	13.0	0.0	131.0	0.0	46.0	14.0	28.0	0.0	0.0	14.0	4.0	0.0	0.0	0.0	37.0	0.0	19.0	0.0
2E5XB	3.0	2.0	26.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	8.0	0.0	4.0	9.0	0.0	2.0	7.0	0.0	8.0	83.0	7.0	13.0	2.0	0.0	0.0	10.0	4.0	0.0	0.0	0.0	5.0	0.0	11.0	2.0
2F6UH	2.0	0.0	22.0	1.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	7.0	0.0	0.0	17.0	0.0	24.0	21.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	1.0	0.0	8.0	3.0
2BN4A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
2CJY8	8.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2DBNM	202.0	146.0	1056.0	75.0	44.0	149.0	0.0	0.0	0.0	0.0	101.0	15.0	0.0	0.0	153.0	71.0	77.0	192.0	0.0	206.0	191.0	0.0	520.0	0.0	325.0	235.0	150.0	0.0	0.0	385.0	55.0	0.0	0.0	0.0	249.0	0.0	314.0	123.0
28YCK	112.0	32.0	36.0	65.0	2.0	3.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	44.0	0.0	42.0	50.0	387.0	4.0	16.0	0.0	48.0	0.0	0.0	8.0	8.0	0.0	0.0	86.0	12.0	0.0	0.0	0.0	10.0	0.0	26.0	42.0
2DSH2	2.0	16.0	6.0	5.0	3.0	2.0	28.0	0.0	0.0	157.0	0.0	4.0	252.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	4.0	0.0	1.0	0.0	29.0	0.0	4.0	0.0	0.0	0.0	0.0	41.0	0.0	73.0	0.0	52.0	0.0	10.0
291ZT	2.0	2.0	0.0	3.0	0.0	2.0	12.0	12.0	0.0	24.0	0.0	0.0	288.0	0.0	1.0	0.0	0.0	5.0	0.0	2.0	27.0	0.0	0.0	0.0	4.0	1.0	1.0	5399.0	35.0	2.0	10.0	6.0	0.0	17.0	3.0	0.0	0.0	0.0
2DUZA	2.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
KOG4136	9.0	76.0	2.0	24.0	14.0	24.0	1752.0	0.0	0.0	0.0	31.0	133.0	0.0	71.0	68.0	17.0	6.0	16.0	0.0	40.0	12.0	196.0	8.0	571.0	4.0	4.0	112.0	62.0	0.0	8.0	22.0	0.0	59.0	0.0	2.0	654.0	9.0	4.0
KOG4689	40.0	118.0	2.0	13.0	48.0	102.0	0.0	0.0	867.0	0.0	76.0	452.0	0.0	1386.0	92.0	27.0	2.0	37.0	2016.0	60.0	38.0	1072.0	21.0	1383.0	28.0	64.0	58.0	0.0	0.0	34.0	38.0	0.0	886.0	0.0	2.0	0.0	22.0	19.0
KOG1782	45.0	147.0	2.0	4.0	17.0	50.0	542.0	0.0	266.0	0.0	61.0	203.0	0.0	34.0	63.0	16.0	12.0	6.0	0.0	80.0	10.0	91.0	46.0	0.0	25.0	47.0	24.0	0.0	0.0	14.0	41.0	0.0	14.0	0.0	13.0	242.0	26.0	1.0
COG4817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COG4241	11.0	6.0	137.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	18.0	47.0	18.0	281.0	0.0	0.0	89.0	0.0	0.0	0.0	138.0	0.0	0.0	0.0	0.0	12.0	4.0	0.0	0.0	0.0	0.0	0.0	34.0	6.0
2F57B	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
COG3236	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2E26A	190.0	30.0	111.0	41.0	22.0	54.0	0.0	0.0	0.0	0.0	69.0	2.0	0.0	0.0	88.0	4.0	46.0	218.0	0.0	73.0	36.0	0.0	118.0	0.0	59.0	29.0	244.0	0.0	0.0	144.0	14.0	0.0	0.0	0.0	20.0	0.0	178.0	7.0
COG5082	0.0	0.0	0.0	0.0	0.0	341.0	903.0	1698.0	11486.0	2884.0	0.0	0.0	112.0	4397.0	0.0	0.0	0.0	0.0	3248.0	0.0	0.0	3655.0	0.0	3406.0	0.0	0.0	0.0	58.0	5295.0	0.0	0.0	983.0	2567.0	2128.0	0.0	1008.0	0.0	0.0
4QD0J	225.0	23.0	207.0	74.0	120.0	121.0	0.0	0.0	0.0	0.0	42.0	89.0	0.0	0.0	56.0	264.0	12.0	18.0	0.0	71.0	45.0	0.0	51.0	0.0	99.0	67.0	42.0	0.0	0.0	75.0	23.0	62.0	0.0	17.0	34.0	0.0	168.0	2.0
295R9	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
2BWG3	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	250.0	0.0	9.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	2.0
2E56U	76.0	42.0	36.0	10.0	24.0	45.0	0.0	0.0	0.0	0.0	133.0	0.0	0.0	0.0	38.0	29.0	17.0	203.0	0.0	41.0	17.0	0.0	21.0	0.0	54.0	29.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	12.0	0.0	112.0	0.0
299J2	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	1.0	0.0	0.0	22.0	18.0	105.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	20.0	21.0
2CJCI	1222.0	435.0	1883.0	726.0	990.0	475.0	0.0	0.0	0.0	0.0	1593.0	647.0	0.0	0.0	1298.0	377.0	371.0	2694.0	0.0	1214.0	1007.0	0.0	2245.0	0.0	2244.0	935.0	1193.0	0.0	0.0	1711.0	762.0	0.0	0.0	0.0	993.0	0.0	867.0	599.0
2FD28	74.0	4.0	8.0	4.0	19.0	10.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	8.0	0.0	0.0	229.0	0.0	4.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0
2DMRB	0.0	50.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	14.0	14.0	10.0	0.0	0.0	107.0	0.0	36.0	0.0	10.0	25.0	0.0	0.0	0.0	32.0	29.0	0.0	0.0	0.0	0.0	0.0	189.0	22.0
2EDV6	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0	391.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.0	0.0	156.0	0.0	0.0	0.0	0.0
2DH7N	160.0	48.0	587.0	168.0	69.0	66.0	0.0	0.0	0.0	0.0	53.0	2.0	0.0	0.0	201.0	21.0	86.0	45.0	0.0	52.0	27.0	0.0	348.0	0.0	196.0	48.0	484.0	0.0	0.0	419.0	38.0	0.0	0.0	0.0	80.0	0.0	94.0	26.0
28PY8	652.0	801.0	1183.0	515.0	423.0	525.0	0.0	0.0	0.0	0.0	290.0	114.0	0.0	0.0	1828.0	60.0	458.0	1554.0	0.0	653.0	543.0	0.0	1758.0	0.0	875.0	482.0	995.0	0.0	0.0	2919.0	196.0	0.0	0.0	0.0	633.0	0.0	1133.0	136.0
2EJXI	0.0	53.0	0.0	0.0	0.0	0.0	461.0	0.0	0.0	57.0	0.0	2.0	34.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	1.0	0.0	0.0	4.0	2.0	24.0	0.0	57.0	0.0	246.0	0.0	0.0
arCOG05916	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2B1YJ	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	8.0
2F8TA	14.0	2.0	225.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	18.0	9.0	3.0	17.0	0.0	6.0	80.0	0.0	77.0	0.0	190.0	2.0	0.0	0.0	0.0	333.0	32.0	0.0	0.0	0.0	299.0	0.0	53.0	81.0
2C86M	7.0	5.0	6.0	2.0	0.0	2.0	2.0	0.0	0.0	33.0	1.0	0.0	93.0	0.0	0.0	0.0	3.0	9.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	10.0	0.0	0.0	4.0	0.0	70.0	0.0	111.0	6.0	137.0	18.0	0.0
2DM8U	70.0	43.0	13.0	46.0	49.0	26.0	39.0	0.0	0.0	0.0	46.0	24.0	0.0	0.0	208.0	14.0	80.0	27.0	0.0	151.0	12.0	0.0	0.0	79.0	60.0	30.0	74.0	14.0	0.0	46.0	41.0	0.0	0.0	0.0	28.0	49.0	28.0	53.0
2A99R	88.0	55.0	69.0	19.0	28.0	16.0	0.0	0.0	0.0	0.0	14.0	2.0	0.0	0.0	67.0	42.0	6.0	6.0	0.0	38.0	3.0	0.0	83.0	0.0	124.0	20.0	83.0	0.0	0.0	18.0	23.0	0.0	0.0	0.0	16.0	0.0	29.0	19.0
2AEZ8	100.0	66.0	115.0	43.0	55.0	71.0	0.0	0.0	0.0	0.0	34.0	14.0	0.0	0.0	167.0	60.0	32.0	46.0	0.0	102.0	23.0	0.0	213.0	0.0	256.0	34.0	92.0	0.0	0.0	86.0	44.0	0.0	0.0	0.0	21.0	0.0	100.0	54.0
28W6M	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
2DTNT	19.0	19.0	14.0	8.0	10.0	11.0	20.0	17.0	0.0	0.0	21.0	6.0	0.0	0.0	43.0	0.0	7.0	32.0	0.0	0.0	87.0	0.0	12.0	0.0	14.0	22.0	217.0	0.0	2.0	10.0	1.0	0.0	0.0	0.0	16.0	8.0	39.0	42.0
2A9QV	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28JJY	183.0	32.0	103.0	34.0	93.0	18.0	0.0	0.0	0.0	0.0	185.0	70.0	0.0	0.0	139.0	8.0	26.0	508.0	0.0	38.0	84.0	0.0	372.0	0.0	258.0	160.0	120.0	0.0	0.0	109.0	52.0	0.0	0.0	0.0	32.0	0.0	83.0	110.0
2E2I4	15.0	0.0	7.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
2DHRN	8.0	0.0	126.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	53.0	8.0	277.0	0.0	0.0	38.0	0.0	13.0	0.0	94.0	0.0	0.0	0.0	0.0	12.0	8.0	0.0	0.0	0.0	0.0	0.0	40.0	2.0
2BAEQ	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	47.0	0.0	34.0	0.0	0.0	0.0	0.0
